RC,Tag #,Manufacturer,Model,Model Number,Description,Responsibility,Status,Department,EQ Class,Serial Number,Date Acquired,Date Disabled,Warranty Date,Location,Risk Name,Risk Level,Alarm,Facility Tag Number,Misc Note,Billing Code,MTBF,Device MTBF,Purchase Cost,Manufacture Date,AEM Eligible,Proc(Freq)(NDue),Site Number,Manufacturer REC FREQ,Alias,TeleTracking Field Number,IP Address 1,IP Address 2,Freq,MAC,Port,Functional ID
0,818386,Manufacturer_10,Model_7,32,Description_26516,Responsiblity_29,Running,Department_16,EQ_Class_4,10056093,5/4/2019,5/22/2019,5/26/2019,Location_610,Risk_Name_13,1,None,979,None,243238,796,275,182254,4/13/2019,True,1,14,1,None,543644,75.203.179.239,119.126.0.208,1,6e:e3:ed:33:df:54,1176,399
0,803851,Manufacturer_13,Model_26,3,Description_494545,Responsiblity_21,Running,Department_15,EQ_Class_22,41247663,5/31/2019,5/17/2019,5/18/2019,Location_276,Risk_Name_19,1,None,823,None,63365,36,385,264569,4/22/2019,True,1,9,1,None,879327,85.125.138.165,32.86.39.72,1,6c:f9:3e:11:3d:d6,1212,762
0,991486,Manufacturer_13,Model_16,15,Description_893875,Responsiblity_8,Running,Department_13,EQ_Class_17,15832625,5/5/2019,5/30/2019,5/8/2019,Location_828,Risk_Name_20,1,None,547,None,68498,309,611,930867,4/23/2019,True,1,23,1,None,342838,32.26.218.89,89.129.241.153,1,be:9b:c3:d6:2c:63,1095,746
0,839519,Manufacturer_11,Model_13,9,Description_261995,Responsiblity_2,Running,Department_29,EQ_Class_6,28771811,5/3/2019,5/15/2019,5/4/2019,Location_498,Risk_Name_1,1,None,802,None,329086,486,841,776584,4/25/2019,True,1,23,1,None,901738,140.134.5.249,124.95.190.33,1,21:09:17:f9:33:c4,1127,712
0,438631,Manufacturer_2,Model_18,28,Description_696484,Responsiblity_2,Running,Department_30,EQ_Class_12,35466583,5/10/2019,5/13/2019,5/20/2019,Location_782,Risk_Name_23,1,None,728,None,116846,784,113,76776,4/10/2019,True,1,11,1,None,618762,166.214.173.35,24.199.220.11,1,98:b6:15:fa:4a:47,1219,137
0,773533,Manufacturer_9,Model_10,20,Description_462299,Responsiblity_9,Running,Department_14,EQ_Class_1,89269640,5/15/2019,5/11/2019,5/27/2019,Location_655,Risk_Name_16,1,None,802,None,779910,986,421,142046,4/9/2019,True,1,28,1,None,851028,145.6.7.225,34.11.58.126,1,36:4b:f1:a8:33:c7,1750,500
0,883364,Manufacturer_13,Model_20,4,Description_878529,Responsiblity_10,Running,Department_23,EQ_Class_8,46690246,5/9/2019,5/1/2019,5/16/2019,Location_407,Risk_Name_8,1,None,727,None,439982,205,280,260148,4/16/2019,True,1,20,1,None,1026330,213.122.232.133,65.69.77.55,1,00:f1:2e:f1:e2:49,1580,566
0,483742,Manufacturer_18,Model_20,28,Description_730719,Responsiblity_2,Running,Department_12,EQ_Class_6,91986492,5/22/2019,5/22/2019,5/26/2019,Location_358,Risk_Name_9,1,None,688,None,607612,837,581,349639,4/26/2019,True,1,1,1,None,1011732,62.112.13.252,152.154.255.165,1,94:9c:3e:41:2f:bd,1457,908
0,393111,Manufacturer_10,Model_28,1,Description_107896,Responsiblity_9,Running,Department_26,EQ_Class_13,49961065,5/15/2019,5/6/2019,5/1/2019,Location_919,Risk_Name_29,1,None,513,None,20139,361,864,299567,4/17/2019,True,1,8,1,None,629390,98.109.102.195,157.203.98.236,1,d1:5b:6d:3c:e2:5f,1858,100
0,1005837,Manufacturer_3,Model_9,4,Description_881896,Responsiblity_20,Running,Department_2,EQ_Class_14,4580159,5/13/2019,5/17/2019,5/21/2019,Location_853,Risk_Name_14,1,None,246,None,931136,591,794,4057,4/12/2019,True,1,10,1,None,6989,48.41.139.245,32.86.39.72,1,c7:dd:b2:73:8e:ee,1427,733
0,24521,Manufacturer_28,Model_15,19,Description_750431,Responsiblity_9,Running,Department_22,EQ_Class_25,99550805,5/26/2019,5/15/2019,5/1/2019,Location_140,Risk_Name_2,1,None,19,None,668129,671,412,110319,4/15/2019,True,1,15,1,None,814784,30.76.73.226,226.172.203.102,1,f3:ba:22:2a:8b:05,1656,761
0,4461,Manufacturer_14,Model_28,8,Description_23251,Responsiblity_22,Running,Department_27,EQ_Class_17,15001105,5/29/2019,5/2/2019,5/10/2019,Location_584,Risk_Name_2,1,None,458,None,666494,829,766,574910,4/11/2019,True,1,11,1,None,739228,36.229.126.81,167.11.166.10,1,98:0c:81:e3:60:9a,1026,462
0,992223,Manufacturer_30,Model_30,28,Description_946975,Responsiblity_24,Running,Department_22,EQ_Class_14,86654681,5/20/2019,5/4/2019,5/12/2019,Location_248,Risk_Name_26,1,None,759,None,381411,484,778,1039885,4/6/2019,True,1,1,1,None,264551,51.36.200.33,35.200.162.139,1,71:80:df:29:6e:d7,1108,267
0,184552,Manufacturer_29,Model_26,9,Description_585153,Responsiblity_15,Running,Department_20,EQ_Class_31,24517247,5/6/2019,5/7/2019,5/19/2019,Location_157,Risk_Name_29,1,None,600,None,800834,715,181,893627,4/31/2019,True,1,12,1,None,695939,211.13.125.237,193.247.129.177,1,2d:ec:21:09:57:bc,1504,414
0,146706,Manufacturer_6,Model_4,26,Description_31986,Responsiblity_29,Running,Department_21,EQ_Class_12,5371181,5/21/2019,5/6/2019,5/24/2019,Location_321,Risk_Name_2,1,None,563,None,96924,385,578,581368,4/11/2019,True,1,8,1,None,851271,107.112.49.214,225.0.120.78,1,ad:4c:28:95:81:cb,2004,219
0,834446,Manufacturer_15,Model_26,18,Description_979174,Responsiblity_15,Running,Department_32,EQ_Class_11,81330135,5/22/2019,5/15/2019,5/10/2019,Location_467,Risk_Name_15,1,None,906,None,974813,603,364,993506,4/25/2019,True,1,13,1,None,43723,124.47.72.6,175.121.128.72,1,de:81:22:47:4e:f2,1758,401
0,483312,Manufacturer_21,Model_15,2,Description_52442,Responsiblity_26,Running,Department_5,EQ_Class_25,93136192,5/21/2019,5/9/2019,5/4/2019,Location_556,Risk_Name_26,1,None,178,None,648864,643,692,940266,4/21/2019,True,1,27,1,None,634709,244.62.54.106,107.181.254.6,1,58:6d:ea:eb:6f:22,1026,578
0,415186,Manufacturer_20,Model_31,29,Description_647185,Responsiblity_23,Running,Department_25,EQ_Class_23,79442511,5/17/2019,5/27/2019,5/26/2019,Location_241,Risk_Name_16,1,None,643,None,101901,212,418,334021,4/24/2019,True,1,16,1,None,984902,58.206.180.226,128.76.4.52,1,2e:c4:43:88:19:6f,1949,191
0,642256,Manufacturer_29,Model_27,3,Description_408937,Responsiblity_27,Running,Department_24,EQ_Class_5,12707121,5/31/2019,5/21/2019,5/9/2019,Location_429,Risk_Name_5,1,None,140,None,324286,608,67,404077,4/23/2019,True,1,6,1,None,637918,220.67.40.105,102.6.92.36,1,44:51:9f:b1:f9:bb,2004,598
0,173119,Manufacturer_3,Model_29,16,Description_17112,Responsiblity_30,Running,Department_31,EQ_Class_3,56950469,5/22/2019,5/18/2019,5/6/2019,Location_566,Risk_Name_15,1,None,815,None,238717,359,519,468428,4/16/2019,True,1,1,1,None,491474,23.192.232.225,18.255.241.51,1,ec:d7:42:fb:be:4b,1397,555
0,894647,Manufacturer_22,Model_26,8,Description_211509,Responsiblity_31,Running,Department_12,EQ_Class_17,41570081,5/1/2019,5/19/2019,5/10/2019,Location_543,Risk_Name_29,1,None,371,None,1039003,935,1000,366963,4/3/2019,True,1,2,1,None,540635,152.204.127.242,185.33.110.185,1,56:33:13:72:59:61,1066,532
0,447942,Manufacturer_22,Model_8,27,Description_335299,Responsiblity_7,Running,Department_30,EQ_Class_5,69616453,5/22/2019,5/24/2019,5/14/2019,Location_634,Risk_Name_3,1,None,586,None,689905,398,642,892009,4/9/2019,True,1,18,1,None,525360,181.21.236.247,221.56.170.255,1,c8:99:ba:5d:8c:8e,1566,682
0,653159,Manufacturer_27,Model_17,31,Description_210343,Responsiblity_18,Running,Department_5,EQ_Class_21,21464887,5/11/2019,5/8/2019,5/10/2019,Location_313,Risk_Name_1,1,None,749,None,847308,896,1020,485537,4/2/2019,True,1,13,1,None,689138,26.126.205.142,248.159.104.187,1,93:b5:b7:6b:e6:24,1494,952
0,385471,Manufacturer_22,Model_32,12,Description_810288,Responsiblity_5,Running,Department_15,EQ_Class_20,62324175,5/15/2019,5/6/2019,5/14/2019,Location_888,Risk_Name_13,1,None,51,None,319435,814,132,312535,4/23/2019,True,1,25,1,None,197785,65.69.77.55,136.236.111.124,1,2e:2c:4c:61:16:fb,1753,199
0,355857,Manufacturer_20,Model_7,4,Description_64764,Responsiblity_16,Running,Department_6,EQ_Class_5,14517964,5/9/2019,5/10/2019,5/7/2019,Location_989,Risk_Name_24,1,None,296,None,509113,584,825,154743,4/22/2019,True,1,13,1,None,873751,160.154.180.117,81.186.167.172,1,d7:e9:95:45:8c:c5,1571,957
0,193533,Manufacturer_20,Model_24,4,Description_682694,Responsiblity_27,Running,Department_14,EQ_Class_18,61411090,5/9/2019,5/18/2019,5/1/2019,Location_210,Risk_Name_30,1,None,806,None,436789,418,705,710028,4/11/2019,True,1,24,1,None,618408,85.125.138.165,216.213.106.24,1,31:0e:c1:98:fd:15,1369,667
0,351362,Manufacturer_12,Model_14,2,Description_316877,Responsiblity_24,Running,Department_31,EQ_Class_3,78055189,5/24/2019,5/18/2019,5/30/2019,Location_1001,Risk_Name_29,1,None,499,None,121977,74,578,11938,4/22/2019,True,1,30,1,None,529836,244.116.146.77,81.252.30.75,1,81:cc:b6:af:f1:e9,1264,804
0,741503,Manufacturer_31,Model_4,22,Description_174468,Responsiblity_24,Running,Department_10,EQ_Class_20,25088946,5/30/2019,5/8/2019,5/10/2019,Location_19,Risk_Name_16,1,None,884,None,464854,789,397,587907,4/21/2019,True,1,15,1,None,595733,78.253.167.4,128.115.74.66,1,75:53:f2:2b:fc:a2,1779,822
0,1003768,Manufacturer_15,Model_14,7,Description_754264,Responsiblity_7,Running,Department_29,EQ_Class_29,31564053,5/4/2019,5/31/2019,5/4/2019,Location_177,Risk_Name_30,1,None,692,None,699094,793,267,632086,4/25/2019,True,1,1,1,None,929669,0.232.19.163,237.251.196.129,1,d0:fa:f9:8e:6d:7d,2019,597
0,144198,Manufacturer_6,Model_32,21,Description_372514,Responsiblity_15,Running,Department_9,EQ_Class_7,39564301,5/11/2019,5/22/2019,5/18/2019,Location_976,Risk_Name_30,1,None,569,None,582020,292,768,802073,4/27/2019,True,1,1,1,None,283918,23.145.115.82,244.246.226.176,1,de:e9:bb:33:47:2d,1071,748
0,967211,Manufacturer_12,Model_6,32,Description_352964,Responsiblity_21,Running,Department_14,EQ_Class_7,47160330,5/7/2019,5/28/2019,5/11/2019,Location_782,Risk_Name_31,1,None,116,None,451701,365,491,165582,4/28/2019,True,1,19,1,None,795199,174.34.216.183,7.94.154.188,1,b5:3c:10:ec:40:38,1119,1013
0,485094,Manufacturer_3,Model_12,14,Description_579131,Responsiblity_31,Running,Department_21,EQ_Class_32,21645150,5/16/2019,5/14/2019,5/30/2019,Location_287,Risk_Name_15,1,None,683,None,101645,545,468,263474,4/19/2019,True,1,13,1,None,1009020,17.65.62.225,101.116.127.88,1,d4:39:f4:e5:c7:04,1247,382
0,128840,Manufacturer_1,Model_11,19,Description_801711,Responsiblity_28,Running,Department_25,EQ_Class_3,92230144,5/15/2019,5/5/2019,5/6/2019,Location_661,Risk_Name_14,1,None,958,None,958805,944,598,449841,4/2/2019,True,1,9,1,None,767214,51.147.253.201,150.49.56.163,1,89:ea:be:72:3b:ae,1698,60
0,366599,Manufacturer_11,Model_16,8,Description_970918,Responsiblity_28,Running,Department_25,EQ_Class_1,44296942,5/21/2019,5/16/2019,5/12/2019,Location_635,Risk_Name_11,1,None,342,None,218627,462,352,210080,4/3/2019,True,1,2,1,None,472862,192.121.132.29,211.13.125.237,1,a9:7f:33:cc:9d:64,1105,678
0,311357,Manufacturer_11,Model_10,9,Description_391520,Responsiblity_14,Running,Department_4,EQ_Class_22,91411038,5/13/2019,5/31/2019,5/2/2019,Location_561,Risk_Name_6,1,None,624,None,1026329,154,285,999094,4/8/2019,True,1,6,1,None,830909,206.177.243.210,243.119.152.74,1,07:d7:a4:2d:25:25,1390,24
0,33798,Manufacturer_5,Model_30,17,Description_567669,Responsiblity_6,Running,Department_31,EQ_Class_29,22625459,5/24/2019,5/27/2019,5/15/2019,Location_991,Risk_Name_8,1,None,947,None,34787,691,256,983911,4/13/2019,True,1,8,1,None,876170,117.23.160.118,16.24.31.105,1,f0:0f:6d:31:aa:35,1950,825
0,637936,Manufacturer_27,Model_9,17,Description_88525,Responsiblity_32,Running,Department_18,EQ_Class_21,35471629,5/9/2019,5/30/2019,5/9/2019,Location_963,Risk_Name_14,1,None,706,None,958754,907,338,621723,4/15/2019,True,1,27,1,None,354133,29.237.8.181,113.168.145.73,1,3c:c7:3f:86:b1:8a,1092,957
0,44903,Manufacturer_6,Model_10,28,Description_815585,Responsiblity_15,Running,Department_18,EQ_Class_23,92535697,5/5/2019,5/19/2019,5/24/2019,Location_324,Risk_Name_9,1,None,225,None,66277,693,944,197702,4/5/2019,True,1,7,1,None,759487,150.123.180.23,206.228.214.179,1,ac:f0:bb:8e:e6:0b,1867,872
0,910210,Manufacturer_19,Model_20,10,Description_415249,Responsiblity_28,Running,Department_11,EQ_Class_30,54909807,5/21/2019,5/1/2019,5/9/2019,Location_949,Risk_Name_30,1,None,135,None,633381,557,1014,201694,4/1/2019,True,1,29,1,None,999348,83.10.172.192,14.162.235.151,1,4e:de:50:8c:9f:fa,1048,477
0,534467,Manufacturer_32,Model_7,9,Description_195348,Responsiblity_1,Running,Department_25,EQ_Class_17,38875353,5/9/2019,5/24/2019,5/31/2019,Location_513,Risk_Name_26,1,None,377,None,789267,136,986,387449,4/19/2019,True,1,8,1,None,800396,79.35.208.238,227.244.176.18,1,22:a9:6f:22:40:ad,1855,429
0,320002,Manufacturer_17,Model_23,21,Description_327821,Responsiblity_10,Running,Department_17,EQ_Class_13,29663890,5/14/2019,5/18/2019,5/28/2019,Location_275,Risk_Name_15,1,None,428,None,955651,537,71,21255,4/5/2019,True,1,4,1,None,569100,244.171.133.21,87.146.187.104,1,8f:43:6d:1d:7a:65,1659,533
0,999761,Manufacturer_12,Model_1,4,Description_314809,Responsiblity_15,Running,Department_8,EQ_Class_30,23000847,5/8/2019,5/13/2019,5/27/2019,Location_407,Risk_Name_6,1,None,134,None,791245,34,1004,33081,4/26/2019,True,1,27,1,None,97563,162.43.56.174,241.19.253.203,1,6f:ed:be:50:3a:79,1088,820
0,810728,Manufacturer_17,Model_4,7,Description_897063,Responsiblity_24,Running,Department_24,EQ_Class_15,58533134,5/11/2019,5/31/2019,5/19/2019,Location_498,Risk_Name_27,1,None,230,None,571924,120,896,4680,4/3/2019,True,1,12,1,None,907162,8.59.248.157,63.242.77.183,1,48:5b:ce:61:db:4a,1117,352
0,178092,Manufacturer_7,Model_12,24,Description_664909,Responsiblity_14,Running,Department_13,EQ_Class_14,98469087,5/26/2019,5/1/2019,5/26/2019,Location_779,Risk_Name_1,1,None,816,None,92065,899,574,812491,4/4/2019,True,1,8,1,None,223726,177.172.153.150,202.160.160.91,1,57:35:ef:dd:e0:d4,1726,979
0,828942,Manufacturer_4,Model_2,27,Description_372214,Responsiblity_15,Running,Department_10,EQ_Class_26,94604276,5/28/2019,5/21/2019,5/20/2019,Location_190,Risk_Name_7,1,None,706,None,879944,449,444,582640,4/15/2019,True,1,28,1,None,179606,128.115.74.66,150.49.56.163,1,78:70:20:e8:d8:bd,1858,449
0,744825,Manufacturer_32,Model_11,28,Description_298257,Responsiblity_7,Running,Department_18,EQ_Class_14,91503670,5/28/2019,5/25/2019,5/8/2019,Location_273,Risk_Name_32,1,None,361,None,365701,725,739,484608,4/12/2019,True,1,14,1,None,670313,150.123.180.23,0.230.112.44,1,85:12:68:f7:f9:83,1310,563
0,14533,Manufacturer_1,Model_28,25,Description_326982,Responsiblity_3,Running,Department_17,EQ_Class_11,13578171,5/19/2019,5/27/2019,5/20/2019,Location_259,Risk_Name_16,1,None,649,None,234514,571,556,200878,4/20/2019,True,1,20,1,None,885788,63.242.77.183,133.90.37.243,1,ea:cd:50:74:6a:9a,1052,747
0,83056,Manufacturer_14,Model_1,20,Description_342237,Responsiblity_29,Running,Department_1,EQ_Class_6,16648832,5/13/2019,5/26/2019,5/1/2019,Location_655,Risk_Name_12,1,None,192,None,745298,128,256,561554,4/14/2019,True,1,17,1,None,455739,249.11.55.60,40.22.174.150,1,b0:10:46:e3:99:45,1525,127
0,217998,Manufacturer_12,Model_8,21,Description_683666,Responsiblity_30,Running,Department_5,EQ_Class_24,59844364,5/16/2019,5/3/2019,5/31/2019,Location_593,Risk_Name_11,1,None,65,None,1028128,634,181,839889,4/7/2019,True,1,31,1,None,671536,217.161.235.204,147.1.241.36,1,85:83:d6:97:b0:4b,1579,691
0,294203,Manufacturer_17,Model_20,24,Description_825763,Responsiblity_24,Running,Department_4,EQ_Class_12,7156552,5/1/2019,5/22/2019,5/20/2019,Location_386,Risk_Name_16,1,None,416,None,47114,3,163,929219,4/27/2019,True,1,29,1,None,555004,128.115.74.66,165.51.0.64,1,58:e4:c4:80:aa:1b,1495,27
0,867312,Manufacturer_21,Model_24,20,Description_710891,Responsiblity_19,Running,Department_9,EQ_Class_12,37614422,5/2/2019,5/25/2019,5/12/2019,Location_494,Risk_Name_28,1,None,691,None,719285,559,461,315465,4/1/2019,True,1,1,1,None,922952,89.145.38.196,166.194.40.92,1,05:fe:24:8f:ab:b6,1149,657
0,105149,Manufacturer_15,Model_8,20,Description_306032,Responsiblity_22,Running,Department_31,EQ_Class_14,4122411,5/9/2019,5/4/2019,5/16/2019,Location_595,Risk_Name_3,1,None,912,None,94265,704,34,926823,4/6/2019,True,1,26,1,None,616172,12.152.232.210,195.137.171.164,1,98:39:b7:66:7c:79,1866,974
0,36317,Manufacturer_27,Model_11,8,Description_241465,Responsiblity_30,Running,Department_31,EQ_Class_7,47336068,5/14/2019,5/24/2019,5/21/2019,Location_491,Risk_Name_18,1,None,67,None,130255,85,826,321538,4/13/2019,True,1,14,1,None,977911,157.248.214.246,6.67.195.108,1,f6:a8:db:c5:94:74,1418,710
0,765477,Manufacturer_26,Model_16,31,Description_669175,Responsiblity_26,Running,Department_31,EQ_Class_21,72385064,5/16/2019,5/21/2019,5/27/2019,Location_310,Risk_Name_24,1,None,285,None,257638,25,339,50902,4/17/2019,True,1,16,1,None,792947,133.90.37.243,213.122.232.133,1,cc:a2:5e:9a:b9:58,1911,389
0,743543,Manufacturer_5,Model_3,14,Description_250788,Responsiblity_13,Running,Department_26,EQ_Class_20,71453742,5/4/2019,5/9/2019,5/18/2019,Location_971,Risk_Name_2,1,None,790,None,879065,645,330,990482,4/6/2019,True,1,22,1,None,943277,22.140.45.221,206.119.68.5,1,e6:83:64:95:4f:cc,1957,1001
0,349869,Manufacturer_31,Model_4,18,Description_142174,Responsiblity_32,Running,Department_32,EQ_Class_25,21724623,5/9/2019,5/2/2019,5/3/2019,Location_210,Risk_Name_19,1,None,1000,None,209282,398,1007,813150,4/17/2019,True,1,13,1,None,136569,202.37.27.249,98.37.163.180,1,0d:fc:25:f9:0c:36,1353,659
0,323106,Manufacturer_6,Model_5,7,Description_29997,Responsiblity_26,Running,Department_29,EQ_Class_17,10347847,5/23/2019,5/17/2019,5/8/2019,Location_820,Risk_Name_3,1,None,519,None,294452,350,402,220104,4/2/2019,True,1,31,1,None,407034,215.214.212.215,183.149.112.249,1,2b:2e:0c:b4:ec:ca,1728,95
0,601666,Manufacturer_15,Model_4,22,Description_907359,Responsiblity_28,Running,Department_19,EQ_Class_6,94494756,5/1/2019,5/26/2019,5/29/2019,Location_375,Risk_Name_9,1,None,87,None,420266,311,883,732214,4/13/2019,True,1,29,1,None,396095,6.10.113.87,31.196.171.80,1,7a:3d:1b:2b:5b:0f,1989,317
0,275121,Manufacturer_17,Model_24,23,Description_346940,Responsiblity_25,Running,Department_15,EQ_Class_1,60588420,5/4/2019,5/12/2019,5/5/2019,Location_480,Risk_Name_13,1,None,830,None,275461,816,304,669293,4/9/2019,True,1,2,1,None,431031,81.186.167.172,178.38.164.179,1,b7:46:b0:53:5a:7a,1894,417
0,662512,Manufacturer_14,Model_30,9,Description_747731,Responsiblity_14,Running,Department_17,EQ_Class_15,31074865,5/20/2019,5/14/2019,5/4/2019,Location_165,Risk_Name_29,1,None,688,None,1006361,681,748,161331,4/27/2019,True,1,16,1,None,723524,221.211.143.185,185.60.237.202,1,07:12:f3:b7:be:ec,1897,135
0,387985,Manufacturer_8,Model_2,29,Description_5613,Responsiblity_3,Running,Department_1,EQ_Class_4,6584967,5/29/2019,5/1/2019,5/2/2019,Location_312,Risk_Name_10,1,None,377,None,420061,410,506,547899,4/6/2019,True,1,9,1,None,1038683,120.92.95.206,126.251.26.136,1,64:25:2d:44:67:cf,1622,575
0,804576,Manufacturer_17,Model_10,32,Description_541473,Responsiblity_31,Running,Department_1,EQ_Class_18,90951017,5/21/2019,5/3/2019,5/7/2019,Location_170,Risk_Name_25,1,None,232,None,265875,799,417,371365,4/9/2019,True,1,31,1,None,742573,53.176.230.195,125.111.172.37,1,42:54:a7:55:da:b4,1591,984
0,472114,Manufacturer_7,Model_1,15,Description_519702,Responsiblity_14,Running,Department_30,EQ_Class_8,98395679,5/26/2019,5/12/2019,5/31/2019,Location_759,Risk_Name_32,1,None,623,None,1018199,184,612,684620,4/17/2019,True,1,29,1,None,300086,243.205.101.254,196.91.218.86,1,f7:fb:55:7a:07:50,1281,983
0,229665,Manufacturer_8,Model_8,23,Description_428987,Responsiblity_5,Running,Department_23,EQ_Class_25,27759999,5/4/2019,5/27/2019,5/15/2019,Location_805,Risk_Name_29,1,None,320,None,113935,437,172,813076,4/11/2019,True,1,18,1,None,888195,162.162.24.147,22.112.146.15,1,f4:9a:46:29:cc:47,1178,692
0,240999,Manufacturer_11,Model_11,15,Description_397902,Responsiblity_23,Running,Department_13,EQ_Class_10,92473033,5/3/2019,5/26/2019,5/29/2019,Location_1007,Risk_Name_2,1,None,364,None,422425,306,717,672963,4/8/2019,True,1,21,1,None,817460,151.122.95.43,205.222.144.196,1,34:97:66:b7:d2:6f,1544,825
0,144581,Manufacturer_11,Model_23,6,Description_228938,Responsiblity_20,Running,Department_7,EQ_Class_31,5061710,5/12/2019,5/1/2019,5/28/2019,Location_455,Risk_Name_32,1,None,789,None,842378,519,304,538018,4/10/2019,True,1,26,1,None,266005,37.28.65.246,245.45.8.69,1,54:52:81:ab:7a:47,1544,903
0,874103,Manufacturer_11,Model_7,30,Description_1014038,Responsiblity_23,Running,Department_12,EQ_Class_5,35359924,5/17/2019,5/31/2019,5/19/2019,Location_22,Risk_Name_29,1,None,119,None,105202,948,1016,764563,4/27/2019,True,1,15,1,None,213749,206.185.46.18,180.30.14.50,1,6d:5d:12:bf:8a:b9,1778,719
0,809048,Manufacturer_32,Model_25,9,Description_170482,Responsiblity_6,Running,Department_17,EQ_Class_7,7535489,5/16/2019,5/30/2019,5/8/2019,Location_510,Risk_Name_8,1,None,136,None,339747,279,854,443849,4/14/2019,True,1,18,1,None,401636,62.210.40.243,112.105.35.20,1,d7:7b:11:04:1a:bd,1335,825
0,773958,Manufacturer_24,Model_4,5,Description_533116,Responsiblity_28,Running,Department_25,EQ_Class_24,74737516,5/21/2019,5/22/2019,5/24/2019,Location_436,Risk_Name_5,1,None,958,None,216249,481,332,331837,4/3/2019,True,1,25,1,None,201922,130.99.115.206,119.244.66.200,1,07:d7:a4:2d:25:25,1387,469
0,980517,Manufacturer_23,Model_6,21,Description_225065,Responsiblity_18,Running,Department_27,EQ_Class_28,99931401,5/9/2019,5/30/2019,5/9/2019,Location_771,Risk_Name_12,1,None,470,None,370006,675,730,1047999,4/15/2019,True,1,12,1,None,137151,135.70.76.67,73.159.228.242,1,8e:68:de:86:ef:50,1075,416
0,803479,Manufacturer_22,Model_7,24,Description_1046811,Responsiblity_12,Running,Department_3,EQ_Class_30,25358500,5/9/2019,5/13/2019,5/28/2019,Location_232,Risk_Name_30,1,None,7,None,300666,72,577,854590,4/6/2019,True,1,28,1,None,883057,87.146.187.104,42.197.149.126,1,f7:c4:17:97:0e:3a,1822,376
0,269942,Manufacturer_1,Model_23,25,Description_31023,Responsiblity_21,Running,Department_7,EQ_Class_7,72687561,5/17/2019,5/12/2019,5/8/2019,Location_335,Risk_Name_20,1,None,671,None,83034,493,999,738281,4/31/2019,True,1,5,1,None,513387,128.242.182.141,127.0.191.210,1,4c:8a:79:4a:21:19,1698,292
0,402587,Manufacturer_22,Model_25,11,Description_526776,Responsiblity_32,Running,Department_20,EQ_Class_27,79160408,5/1/2019,5/7/2019,5/5/2019,Location_151,Risk_Name_24,1,None,906,None,179836,324,737,187991,4/13/2019,True,1,10,1,None,490326,140.134.5.249,222.157.33.35,1,48:21:37:06:08:97,1438,1007
0,532512,Manufacturer_17,Model_18,12,Description_183652,Responsiblity_21,Running,Department_30,EQ_Class_17,69392849,5/12/2019,5/21/2019,5/16/2019,Location_785,Risk_Name_28,1,None,931,None,160328,599,999,104604,4/13/2019,True,1,9,1,None,1046862,35.152.226.3,166.153.49.5,1,0a:f3:bb:36:d9:23,1787,469
0,1029994,Manufacturer_28,Model_31,15,Description_526583,Responsiblity_20,Running,Department_7,EQ_Class_3,17932695,5/20/2019,5/10/2019,5/18/2019,Location_543,Risk_Name_18,1,None,78,None,640152,232,156,794170,4/6/2019,True,1,20,1,None,188686,30.55.57.106,98.109.102.195,1,ab:9b:cf:b1:07:21,1098,147
0,327367,Manufacturer_12,Model_12,6,Description_576360,Responsiblity_6,Running,Department_25,EQ_Class_30,77519083,5/14/2019,5/27/2019,5/30/2019,Location_773,Risk_Name_23,1,None,901,None,355395,506,587,791268,4/30/2019,True,1,28,1,None,185767,94.173.19.96,171.224.48.120,1,92:5e:48:cf:a2:f9,1362,179
0,406388,Manufacturer_22,Model_13,16,Description_134528,Responsiblity_19,Running,Department_32,EQ_Class_19,9088156,5/5/2019,5/24/2019,5/31/2019,Location_716,Risk_Name_15,1,None,657,None,845477,297,646,676121,4/30/2019,True,1,8,1,None,324171,108.113.19.197,149.107.29.137,1,6d:a3:1a:59:3a:76,1467,255
0,739036,Manufacturer_20,Model_10,25,Description_879888,Responsiblity_26,Running,Department_25,EQ_Class_28,56961662,5/8/2019,5/16/2019,5/25/2019,Location_720,Risk_Name_13,1,None,252,None,272154,392,167,11667,4/6/2019,True,1,27,1,None,613642,63.182.141.14,85.125.138.165,1,f3:46:90:72:68:c5,1185,668
0,780056,Manufacturer_8,Model_14,10,Description_509887,Responsiblity_14,Running,Department_5,EQ_Class_25,76298021,5/9/2019,5/7/2019,5/25/2019,Location_653,Risk_Name_8,1,None,46,None,787707,829,430,27097,4/4/2019,True,1,8,1,None,412595,96.80.73.247,74.128.235.135,1,94:f5:ce:d1:c3:10,1863,548
0,1019708,Manufacturer_6,Model_9,25,Description_998396,Responsiblity_16,Running,Department_31,EQ_Class_1,15995378,5/18/2019,5/16/2019,5/10/2019,Location_310,Risk_Name_22,1,None,809,None,744307,691,925,227818,4/25/2019,True,1,31,1,None,361519,185.60.237.202,207.138.16.72,1,c4:b5:5f:c3:39:43,1220,34
0,149691,Manufacturer_15,Model_29,30,Description_78909,Responsiblity_3,Running,Department_1,EQ_Class_9,52179168,5/31/2019,5/9/2019,5/16/2019,Location_349,Risk_Name_12,1,None,319,None,622480,101,701,547844,4/3/2019,True,1,16,1,None,455409,104.253.241.160,249.11.55.60,1,20:85:67:81:4a:52,1491,295
